app_name,app_id,user_name,score,content,thumbs_up_count,review_date
Tokopedia,com.tokopedia.tkpd,Ainur Rofiq,1,"aneh sy pke paylaterya ga pernah nunggak, bayar sebelum jatuh tempo tpi di bekukan",1,2025-04-10 13:13:26
Tokopedia,com.tokopedia.tkpd,Astrid kusumadewi,5,Tokopedia mantab keren,0,2025-04-10 13:05:33
Tokopedia,com.tokopedia.tkpd,Yayat Yatno,5,siiip,0,2025-04-10 13:05:20
Tokopedia,com.tokopedia.tkpd,Hendra Santo NDR,5,nyaman berbelanja,0,2025-04-10 12:57:37
Tokopedia,com.tokopedia.tkpd,Pilot Kelana,2,kenapa tidak bisa digunakan untuk tanyaDiskusi saat ingin membeli barang? .,0,2025-04-10 12:57:33
Tokopedia,com.tokopedia.tkpd,Ayyad Fathi surur,5,aplikasi nya bagus dan jika pembelian gagal ada saldo refund,0,2025-04-10 12:54:46
Tokopedia,com.tokopedia.tkpd,Erwin Rusmayadi,5,"""Efektif, efisien, tunggu cashbackannya. semoga keamanan data dapat terus dijaga!""",0,2025-04-10 12:44:41
Tokopedia,com.tokopedia.tkpd,Lili Warliman,2,masih sering blank putih. tidak bisa ngapa-ngapain kecuali di restart aplikasi nya. dan itu sangat mengganggu saat sedang melakukan pencarian barang harus mulai lagi dari awal.,0,2025-04-10 12:41:00
Tokopedia,com.tokopedia.tkpd,Angga Gales,1,Apakah Pihak Tolopedia tidak bisa Hiring SDM yg baik Untuk posisi CS ya? ada fitur bantuan Tokoedia tp Chat CS nya tidak pernah balas,0,2025-04-10 12:34:10
Tokopedia,com.tokopedia.tkpd,Jenal Afn,4,bagus,0,2025-04-10 12:29:05
Tokopedia,com.tokopedia.tkpd,Afif Udin,5,lancar dan cepat,0,2025-04-10 12:16:55
Tokopedia,com.tokopedia.tkpd,Hery Ahmad,1,"sudah beli barang, tapi barang yg sudah di bayar gk datang",0,2025-04-10 12:12:32
Tokopedia,com.tokopedia.tkpd,Aca Caca,5,"sukak, sejauh ini meskipun ongkir mahal dia pengiriman nya cepet dan pihak² ekspedisi nya gesit, admin olshop nya kalo ngirim barang juga di hari pemesanan itu juga, semoga tetap kek gini ya Tokopedia!! lopyu 🫰🏻😻",0,2025-04-10 12:11:31
Tokopedia,com.tokopedia.tkpd,Soeharto,1,"menggunakan kurir rekomendasi Tokopedia sangat sampah, berbeda dengan toko Orange. fitur customer service dan bantuannya sangat buruk sekali Tokopedia ini, jauh sekali dari toko Orange. perbaiki lagi customer service dan bantuannya itu, buruk sekali.",0,2025-04-10 11:57:03
Tokopedia,com.tokopedia.tkpd,Adam Aini,1,"saya ga tau ya yg bilang apk ini bagus siapa lemotttt lambatnya minta ampunn daahh ngirim paket aja masa estimasi 2 Minggu parah dah ini parah, apk kacauu ini apk atau kura² sih kok lambatttt",0,2025-04-10 11:51:14
Tokopedia,com.tokopedia.tkpd,Asep Aminudin,5,oke,0,2025-04-10 11:44:13
Tokopedia,com.tokopedia.tkpd,Rifqy Rey Ilham,1,"gabisa verifikasi data diri pdhl udh pernah ngisi, udh pernah complain gada solusi dr pihak tokpednya kecewa!",0,2025-04-10 11:36:19
Tokopedia,com.tokopedia.tkpd,Tanti Tanti,5,TOP,0,2025-04-10 11:23:57
Tokopedia,com.tokopedia.tkpd,Karo Noto,4,gopay later mendadak tak bisa buat transaksi.,0,2025-04-10 11:22:43
Tokopedia,com.tokopedia.tkpd,Asep Suryadi,2,"Min Tolong dong pengiriman nya lama banget,,nyobain pake instant respon seller nya parah...kapok ah ...",0,2025-04-10 11:20:51
Tokopedia,com.tokopedia.tkpd,dewa jost,1,Seller diperas,0,2025-04-10 11:08:59
Tokopedia,com.tokopedia.tkpd,Pengguna Google,1,"pencairan dana buat penjual.6 hari bila pembeli tidak klik selesai transaksi...2 hari aja,sy udah pusing..apalagi 6 hari",0,2025-04-10 11:07:30
Tokopedia,com.tokopedia.tkpd,damar chmlonggo,5,bgus,0,2025-04-10 10:58:45
Tokopedia,com.tokopedia.tkpd,Sunarman Sudo,5,Ok Yes,0,2025-04-10 10:54:40
Tokopedia,com.tokopedia.tkpd,Edi Kasidi,5,lemot,0,2025-04-10 10:50:57
Tokopedia,com.tokopedia.tkpd,mas yogs,1,pengiriman lama. diaplikasi lain biasanya 3hari nyampe. ini 2minggu gak nyampe2. gak lagi2 dah beli ditokped,0,2025-04-10 10:48:42
Tokopedia,com.tokopedia.tkpd,Akhlish B,1,"sering kali orderan dibatalkan sistem nga 1,2 kali dibatalkan sistem, banyak buyer yang tidak bisa cek out",0,2025-04-10 10:48:18
Tokopedia,com.tokopedia.tkpd,Safira Ula,1,"layanan care tentang pengaduan masalah tidak direspon dengan baik padahal ini penting ttg tagihan tokopedia cicilan 6 bulan yang tidak jelas keterangan dg barang apa rincian pembayaranx karna saya juga tdk melakukan paylater dg cicilan 6bulan, ini penipuan platform dr tokopedia apa gmna seakan membebankan ke pengguna, btw tagihanx di paylater apl tiktok",0,2025-04-10 10:47:55
Tokopedia,com.tokopedia.tkpd,Dina Widya,2,"udah berapa kali pesan di tokopedia selalu pembatalan sistem & toko,, makin gak jelas",0,2025-04-10 10:43:23
Tokopedia,com.tokopedia.tkpd,Dian T Indrawan,4,"dulu saya maniak oren, ternyata lebih terpercaya tokped. semoga makin bagus kualitasnya",0,2025-04-10 10:38:58
Tokopedia,com.tokopedia.tkpd,sulchan zakaria,5,mantab,0,2025-04-10 10:36:48
Tokopedia,com.tokopedia.tkpd,Siti Rodiah,5,blnja murah.ga ribet. sering beli ikan giling.usha kecil2an. Alhamdulillah. dpt toko dgn ikan giling segar. n amanah bgt sellernya.tks tokped,0,2025-04-10 10:01:16
Tokopedia,com.tokopedia.tkpd,wahyu tanoto,5,paling rekomended.,0,2025-04-10 09:58:52
Tokopedia,com.tokopedia.tkpd,Lisa Indriani,5,"semiga toko""nya amanah, tapi Alhamdulillah beres tepat waktunya",0,2025-04-10 09:40:00
Tokopedia,com.tokopedia.tkpd,Opa Berto,5,wow... keren...,0,2025-04-10 09:38:38
Tokopedia,com.tokopedia.tkpd,malikar malik,5,aplikasi nya bagus mudah untuk di pahami untuk belanja 👍,0,2025-04-10 09:32:18
Tokopedia,com.tokopedia.tkpd,Anjar Eko Nugroho,4,ok,0,2025-04-10 09:29:30
Tokopedia,com.tokopedia.tkpd,Fendi Santoso,1,"bukan nya berbenah makin bagus, malah tambah buruk pelayanannya",0,2025-04-10 09:07:40
Tokopedia,com.tokopedia.tkpd,Hardiyanto,5,"Udahan lah, setelah ini gamau pakai lagi. banyak bermasalah semua dan bikin kecewa. dari penjual yg di chat bilang barang ready setelah di order ga di proses sampai dibatalkan sistem, order barang tertulis tokonya daerah Tangerang dan posisi saya di Kalideres seminggu belum sampai. limit gopaylater juga gabisa dipakai padahal ga pernah telat bayar, selalu bayar sebelum tgl jatuh tempo. mau upload foto produk yg seminggu baru sampai tapi gabisa, aplikasi selalu tutup paksa saat upload foto",11,2025-04-10 09:07:13
Tokopedia,com.tokopedia.tkpd,Wise Crypto,5,"Saran untuk developer , tolong upayakan ekpedisi pengirimannya supaya bisa dipercepat layanannya... karena paket yang dikirim tidak hanya benda mati, tapi juga ada makhluk hidup... kasihan seller maupun buyer apabila pesanan paketnya terjadi hal yang tidak diinginkan karena terlalu lama proses pengiriman paketnya... terimakasih",0,2025-04-10 09:06:08
Tokopedia,com.tokopedia.tkpd,Didik Sitorus,5,baik sekali,0,2025-04-10 08:55:41
Tokopedia,com.tokopedia.tkpd,Karina Katherina,1,"ini aplikasi bener-bener deh! coba dong toko-tokonya di cek/saring, untuk kesekian kalinya saya belanja disini mengecewakan! ga jelas! tanya seller tentang pesanan tidak ada respon sama sekali , bahkan saya chat berulang tetap tidak di respon cuma di baca doang 👎 kalo mau promo yg jelas kenapa sih di toko-tokonya, selalu kaya gini dapat barang harga murah tapi tidak dikirim, ujung-ujungnya di batalkan sistem... saya selaku konsumen disini merasa ga nyaman banget belanja respon buruk begini!",0,2025-04-10 08:53:33
Tokopedia,com.tokopedia.tkpd,Rian Carlenz29,1,"bisa di perbaiki bug penilaian untuk barang , sering muncul lagi padahal sudah di beri penilaian dan yg lebih parah pembayaran langsung di tokopedia kenapa lama sekali mengkonfirm pembayaran sering terbatal sendiri gara2 tidak di konfirm",3,2025-04-10 08:53:14
Tokopedia,com.tokopedia.tkpd,RAAF afdal,1,"mhn info, kira2 sdh 2 minggu ini, setiap kali bertanya ke penjual ttg deskripsi barang, melalui menu ""tanya didiskusi"" di bawah deskripsi brg, selalu muncul ""koneksi internetmu tertanggu"". ini bukan hanya untuk bertanya saja, tp termasuk untuk memberi ulasan akan transaksi yg sdh selesai. mengingat ada transaksi yg tdk bisa saya beri ulasan. mohon penjelasan? terima kasih.",0,2025-04-10 08:49:11
Tokopedia,com.tokopedia.tkpd,Gomey Sujebeh,1,"tokopedia care tidak ada care''nya,chat cs gak ada respon padahal mau laporan kalau nomer yg terdaftar ditokopedia telah diganti orang sedangkan saya tidak merasa mengganti,beda banget sama sebelah yg cs'nya selalu merespon keluhan pengguna",0,2025-04-10 08:48:31
Tokopedia,com.tokopedia.tkpd,Ricky Naldi,5,KEREN ...!!,0,2025-04-10 08:43:27
Tokopedia,com.tokopedia.tkpd,ketut murniati,5,bagusan sangat berguna,0,2025-04-10 08:35:49
Tokopedia,com.tokopedia.tkpd,Rico Azhari,5,bagus pokoke,0,2025-04-10 08:34:05
Tokopedia,com.tokopedia.tkpd,Joe Abah,4,good,0,2025-04-10 08:28:42
Tokopedia,com.tokopedia.tkpd,siswanto -,3,"aplikasi toped sering error di ponsel Infinix hot 50pro plus .....sering crash sendiri mohon untuk di tindak lanjuti .....Knapa keranjang sekarang di batasi 20... Jadi cari"" lagi...... Gratis ongkir nya sekarang koq sama jumlah silver - diamond",0,2025-04-10 08:28:31
Tokopedia,com.tokopedia.tkpd,Irma Jawa,5,Kualitas barang baguss 👍,0,2025-04-10 08:28:08
Tokopedia,com.tokopedia.tkpd,Relawan Kota,5,mantappp euyy aplikasi ini... sangat memudahkan,0,2025-04-10 08:19:01
Tokopedia,com.tokopedia.tkpd,Al Hinan,5,tempat belanja menyenangkan,0,2025-04-10 08:14:44
Tokopedia,com.tokopedia.tkpd,Jalan Kebenaran,3,3 aja dlu,0,2025-04-10 08:04:45
Tokopedia,com.tokopedia.tkpd,Eko Santoso,2,"Begitu susahnya memasukkan barang pilihan ke keranjang, error terus tanpa ada upaya perbaikan, udah berminggu² masih aja",0,2025-04-10 07:51:47
Tokopedia,com.tokopedia.tkpd,Hijjul Asyrafi,1,pengirimannya lama banget sumpahhh sumpah,0,2025-04-10 07:40:53
Tokopedia,com.tokopedia.tkpd,Hariono Ahmad,5,bagus,0,2025-04-10 07:40:28
Tokopedia,com.tokopedia.tkpd,Shalsa Dirwan,5,the best,0,2025-04-10 07:16:04
Tokopedia,com.tokopedia.tkpd,Lely O Pandeirot,5,good,0,2025-04-10 07:11:16
Tokopedia,com.tokopedia.tkpd,Ayuni Rahayu,1,saya menjual barang dan buka toko di Tokopedia. dan bermasalah dari pembeli. tpu lemot bagt penanganan nya sudah satu Minggu di gantung tanpa kejelasn,0,2025-04-10 06:17:49
Tokopedia,com.tokopedia.tkpd,Fandy Maidwicky Salyu,1,FLASHSALE GIMMICK,0,2025-04-10 06:07:13
Tokopedia,com.tokopedia.tkpd,Dadi Kusnadi,5,"mantap bro, gitu dong cepat",0,2025-04-10 05:31:42
Tokopedia,com.tokopedia.tkpd,Putri Sakti,1,"Banyak penjual yang gak respon / banyak toko yang tidak aktif. Saya udah 3x terbatalkan sistem gara2 toko gak aktif. Seharusnya ada notif di shopee misal penjual gak aktif lama. Trus kalau pengajuan pembatalan harus nunggu respon sellernya kan jadi lama. Jelek banget dah , udah muak gara2 selalu dibatalkan sistem.",0,2025-04-10 05:27:41
Tokopedia,com.tokopedia.tkpd,Debby Yulyani,1,beberapa hari lalu belanja dibatalkan system tapi uang refund TDK utuh kepotong biaya layanan dan admin sangat merugikan sekali bikin kapok blanja di ijo mending dioren puas,0,2025-04-10 05:25:45
Tokopedia,com.tokopedia.tkpd,Candra Gunawan,1,merugikan sekali bberapa hari lalu pesanan dibatalkan system uang refund kembali tdk utuh kepotong biaya admin sama layanan bikin kapok belanja diijo mending dioren dijamin puas,0,2025-04-10 05:24:33
Tokopedia,com.tokopedia.tkpd,Amar Ulloh,1,"barang tidak sampai sy komplain tpi jawaban lama dan selalu menunggu SDH melewati batas menunggu tpi disuruh menunggu lagi,jdi seperti tidak ada penanganan yg jelas",0,2025-04-10 05:05:55
Tokopedia,com.tokopedia.tkpd,Dila,1,"Refund di tokped adalah Refund paling BURUK yang pernah saya alami. Tidak langsung kembali ke sumber pembayaran tapi masuk ""Saldo Refund"", penarikan minimal 50.000 dan masih terpotong untuk biaya admin 2.900 menurut saya ini amat sangat merugikan customer, sudah rugi waktu karna barang terbatalkan, masih rugi uang karna saldo tidak kembali semestinya.",0,2025-04-10 03:06:40
Tokopedia,com.tokopedia.tkpd,Agus Purwanto,1,"nyambung ke CFS aja lama bgt,30mnt+ blm terhubung,beda jauh sama shopee yg gercep gk sampai bermenit-menit",0,2025-04-10 02:42:42
Tokopedia,com.tokopedia.tkpd,Boy Wiliam,1,"Gak Nyangka ditokopedia sekarang banyak penjual yg nipu,",0,2025-04-10 02:26:07
Tokopedia,com.tokopedia.tkpd,Muhamad Ripki,5,top,0,2025-04-10 02:13:45
Tokopedia,com.tokopedia.tkpd,Muhamad Basir,1,"ketika ada problem soal paket. tokopedia tidak menyediakan ruang untuk minta bantuan untuk follow up ke kurir. tokped hanya menyediakan robot dengan jawaban yg template. kami ini konsumen. tanpa kami, kalian tidak bisa menggaji karyawan. berikan kami pelayanan yg baik. ngerti!! Jangan sediakan kurir rekomendasi jika kurir tersebut bermasalah. lebih baik sy bayar ongkir tapi cepat sampai, daripada gratis ongkir, tapi lambat. bubarkan saja tokopedia!!",19,2025-04-10 02:12:08
Tokopedia,com.tokopedia.tkpd,Haik,5,bagus si tapi 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️,0,2025-04-10 02:06:36
Tokopedia,com.tokopedia.tkpd,Love Grill,1,"Makin kesini makin memberatkan para seller, fee naik terus ditambah pencairan sekarang 6 hari apabila pembeli tidak mengconfrim belanjaannya.. Saya KECEWA dgn tokped yg sekarang",0,2025-04-10 01:48:40
Tokopedia,com.tokopedia.tkpd,abang abiiel,2,masukan aja buat aplikasi ini. untuk toko yang sudah tidak aktif berjualan. mending langsung dibanned aja. bikin rugi waktu orang ajja. hadehh. udah bayar ga ada respon dari penjual. dan nunggu auto batal. parah.,0,2025-04-10 01:26:11
Tokopedia,com.tokopedia.tkpd,Adhi Adi,5,sangat bagus,0,2025-04-10 01:17:53
Tokopedia,com.tokopedia.tkpd,ahmad taufik hidayat,3,"login nya udah jauh lebih gampang cuma jadi lebih lelet dari yang fersi dulu, 30% screentime di aplikasi ini cuma untuk nunggu loading konten dan endingnya malah aplikasi tidak menanggapi, terutama saat ingin memasukan barang ke keranjang sub menu untuk opsi prodak sering muncul dua kali dan tumpang tindih. dan lagi mayoritas topers juga to the point belanjanya jadi kayanya mendingan mesen barang di tokped via aplikasi browser aja sekalian daripada wasting time di aplikasinya.",0,2025-04-10 00:53:24
Tokopedia,com.tokopedia.tkpd,Gamon Tirta,1,aplikasi busuk. penjualnya jg. tidak ada penertipan toko dari Tokopedia.,0,2025-04-10 00:52:32
Tokopedia,com.tokopedia.tkpd,Kayyisah Amalia,4,boleh la,0,2025-04-10 00:29:46
Tokopedia,com.tokopedia.tkpd,Zaini Dahlan,5,toko pedia skrng gak kayak dulu lagi . sellernya ada yg ngeselin . di ordert barang di proses. tp gak di kirim kirim . nunggu batal otomatis kadang lama . ada yg SMPK 10 HR. tolong toped . pilih pilih seller ya . biar konsumen tidak kecewa .,0,2025-04-10 00:25:13
Tokopedia,com.tokopedia.tkpd,Faizz Raja kicau asli garut,2,"pesanan seminggu lebih di proses,giliran ajukan batal nunggu seller gak di konfirmasi,nunggu batal otomatis udah masuk tenggat waktu tapi dana tetep gak kembali.",0,2025-04-10 00:10:53
Tokopedia,com.tokopedia.tkpd,Fitri Melani,1,"pantesan tokped sepi dan katanya hampir bangkrut, pelayanan nya lama dan ribet saldo penjual aja dtahan2 proses lama banget narik aja gak langsung cair nunggu 1hari gak kaya aplikasi oren yg kalo narik itu langsung masuk cuma dlm bberapa menit,,, sgala hal lambat mau narik saldo penjual lambat, mau proses refund lambat semua lambat, gimana seller mau betah jualan dtokped klo duitnya aja lama muternya karna duit dtahan2 lama kalo mau narik",0,2025-04-10 00:08:34
Tokopedia,com.tokopedia.tkpd,sj,5,harapan setiap belanja sesuai pesanan mudah mudahan Aamiin,0,2025-04-09 23:34:56
Tokopedia,com.tokopedia.tkpd,ToekoBulek channel,1,"saya sudah lama menggunakan Tokopedia, tapi hari ini saldo refund saya hilang, setelah saya lihat transaksi digunakan untuk bayar topup tagihan, yang mana tanpa sepengetahuan saya,, kejadian 5 menit setelah saldo refound masuk,, tolong dong Tokopedia penjelasannya, sdh ke tokopedia care tapi ngak ada respon",0,2025-04-09 23:29:18
Tokopedia,com.tokopedia.tkpd,Genu,1,"tolong perbaiki kenyamanan pengguna...!!! baru juga cekout..tiba"" toko tutup permanen karna dicurigai indikasi penipuan. harusnya bisa dibatalkan sepihak oleh pembeli,gusah nunggu keputusan penjual...",0,2025-04-09 23:22:50
Tokopedia,com.tokopedia.tkpd,anto 123,1,Tolong Fitur Hapus Chat Diadakan lagi supaya tidak Numpuk Chat Dengan toko yang sudah selesai 🗿🗿,0,2025-04-09 23:09:16
Tokopedia,com.tokopedia.tkpd,Agil Tri,2,"Dulu tokped gak gini amat, padahal aku sdh lama pakai aplikasi ini buat belanja online. Sekarang makin jelek, paket di oper kesana kemari sampai di luar batas estimasi, mau komplain tidak bisa. Mungkin setelah ini, mau ganti aplikasi yg lain. Semoga sadar!",0,2025-04-09 23:06:33
Tokopedia,com.tokopedia.tkpd,Daffa Adhi Sunata,5,mantap,0,2025-04-09 22:54:40
Tokopedia,com.tokopedia.tkpd,Diaz Arya putra,5,ok,0,2025-04-09 22:52:10
Tokopedia,com.tokopedia.tkpd,Aldelor Renaldi,5,"Ada kendala saat ingin memberikan bintang 5. mohon maaf para seller, bukan saya tidak mau memberikan bintang 5, karena dari sistem aplikasinya tidak bisa",0,2025-04-09 22:50:21
Tokopedia,com.tokopedia.tkpd,ali fatahillah,5,"pembayaran ga ribet.. pengaduan orang penipuan cepet responnya.. aman, tentram, dan jelas sistemnya.. baik dari si produk maupun toko",0,2025-04-09 22:23:56
Tokopedia,com.tokopedia.tkpd,Ade Kurniawan,3,bintang dua dulu bsk kl bnyak diskonnya tambah lagi.. hari ini 9/4/25 saya tambah bintangnya. mudah mudahan makin banyak pelanggannya,0,2025-04-09 22:16:42
Tokopedia,com.tokopedia.tkpd,arif dexter,1,"Setiap kendala yang terjadi pada seller selalu saja buyer yang dirugikan, untuk membatalkan pesanan sangat sangat sangat tidak solutif !!! .... yang pasti kritik dan saran dari pengguna yang banyak di keluhkan sama sekali tidak di respon apalagi berbenah diri untuk lebih baik !!!",16,2025-04-09 22:10:50
Tokopedia,com.tokopedia.tkpd,Indra Lainda,5,semoga aplikasi belanja ini terus berkembang.,0,2025-04-09 22:07:39
Tokopedia,com.tokopedia.tkpd,Ambo Nai,1,ONGKIR LEBIH MAHAL DI SHOPE ONGKIR 100 DI TOKO PEDIA ONGKIR 600 beda udah brpa produk aku bandingkan dengan toko yg sama produk sama tapi makan di ongkir,0,2025-04-09 22:00:42
Tokopedia,com.tokopedia.tkpd,Alfriz Salamu,3,"diluar pulau Jawa ongkirnya mahal sekali, yatuhann, beli barang 5000 ongkirnya 60k 😭, beli pulpen 1 biji ongkirnya Kaya beli 20.",0,2025-04-09 21:56:44
Tokopedia,com.tokopedia.tkpd,Ruli Gita,2,coba dulu,0,2025-04-09 21:44:30
Tokopedia,com.tokopedia.tkpd,Sandra Diandra,1,"jelek bangeet, bener bener jeleeeek. masa iya sih tiap tiap mau masuk harus upgrade terus. udah 3x loh disuruh upgrade terus",0,2025-04-09 21:42:46
Tokopedia,com.tokopedia.tkpd,Su Hendro,1,"komplen nya susah ,penjual nya kusut kusut",1,2025-04-09 21:35:15
Tokopedia,com.tokopedia.tkpd,Hendri Toha,5,"Jangan sampai ada toko palsu, buang saja akun toko yang tidak bertanggungjawab",1,2025-04-09 21:31:47
Tokopedia,com.tokopedia.tkpd,Dudul,1,"Ayolah min, masa paket gua udah 8 hari kaga sampe sampe?, muter muter mulu di ekspedisinya, sumpah ini lama banget min, katanya bakalan di kirim, tau taunya di simpen di gudang, gitu aja mulu min, saya mau ngadoin orang jadi telat mulu gara gara jasa ekspedisi lu",0,2025-04-09 21:06:02
Tokopedia,com.tokopedia.tkpd,Denni Nadeni,5,biar bintang yg berbicara ♥️,0,2025-04-09 21:05:43
Tokopedia,com.tokopedia.tkpd,Hadi Susanto,1,respon nya lambat ketika ada masalah.,0,2025-04-09 21:04:48
Tokopedia,com.tokopedia.tkpd,Hendrikus Carles,5,mencoba dulu berbelanja di aplikasi hijau soalnya belum pernah sama sekali☺️,0,2025-04-09 21:04:35
Tokopedia,com.tokopedia.tkpd,Petra Dutawan Sabdanto,5,"Terimakasih Tokopedia yang selalu menjadi favorit semua orang untuk berbelanja online, semoga Tokopedia kedepannya makin jaya dan sukses.",0,2025-04-09 20:45:00
Tokopedia,com.tokopedia.tkpd,Risman Firmansyah,5,bagus banget,0,2025-04-09 20:39:16
Tokopedia,com.tokopedia.tkpd,RizwanTab,1,"CS LIVE CHAT SUPER KEONG, CASHBACK YG DIDAPATKAN JADI BONUS YG HANYA BISA DIBLANJAKAN KEMBALI 5%NYA dari total blanja, dan jika tidak dibelanjakan HANGUS, kembalikan Cashback gopay coin dan bisa dibelanjakan seluruh coin cashbacknya.",0,2025-04-09 20:31:50
Tokopedia,com.tokopedia.tkpd,Faiza Dini,1,"aplikasi gak jelas, ribet pula lagi.",0,2025-04-09 19:50:16
Tokopedia,com.tokopedia.tkpd,imat kurnia,5,Amazing,0,2025-04-09 19:42:02
Tokopedia,com.tokopedia.tkpd,Akun untuk game,4,"ada bug bagian penilaian bintang, disitu saya udah kasih Binta mereview barang setelah di konfirmasi masih ada tampilan belum kasih ulasan tapi pas di isi gabisa, moga diperbaiki bug nya",0,2025-04-09 19:39:02
Tokopedia,com.tokopedia.tkpd,Andiani Herlina,5,"banyak diskon,, sukaaa",0,2025-04-09 19:30:07
Tokopedia,com.tokopedia.tkpd,Doni Rizky,1,aplikasi penipu tadi sebelum di co harganya 173k pas di proses jadi 226k klo mau bikin aplikasi jangan nipu gitu nyusahin orang aja,0,2025-04-09 19:24:57
Tokopedia,com.tokopedia.tkpd,Linda Lestari,5,keren banget dah,0,2025-04-09 19:17:03
Tokopedia,com.tokopedia.tkpd,Siti Halimah,1,"Tokopedia pelihara akun toko penipu kirain lazada aja bnyak toko penipu nya,,kembalikan dana saya klw sampe dana saya ga kembali sya bakal share ke FB dll jangan ada yg belanja LG di Tokopedia,bakal sya viralin klw dana sya ga kembali,pesen minyak sunco yg dtng kaya kesing hp",0,2025-04-09 19:04:00
Tokopedia,com.tokopedia.tkpd,noval sh_,1,"barang tidak sampai sampai sudah di komplain tidak ada respawn sama sekali, parah pelayanan buruk 👎👎👎",0,2025-04-09 19:02:42
Tokopedia,com.tokopedia.tkpd,ZYYYLAA Yoo,4,okeeee bgtt tp gsknya itu ps aku beli pkt lain yg dikirim hal yg aneh²,0,2025-04-09 19:01:20
Tokopedia,com.tokopedia.tkpd,Burhanudin Faza,1,"baru pake Tokopedia langsung kecewa berat barang lama dikirim beda sama apk sebelah ga nyampe seminggu barang sudah sampai,cuma konten tiktok doang yg diurusin pelayanan buruk,mending pake apk oren dah walaupun agak berat, rating buat tokped 2/10",1,2025-04-09 18:51:00
Tokopedia,com.tokopedia.tkpd,Ilham Pratama,1,shake shake gajelas keluar Mulu,0,2025-04-09 18:43:54
Tokopedia,com.tokopedia.tkpd,Ajit Muhzazitt,1,"bangke emg, tokopedia gudang logos pondok ungu, mau pickup barang tutup istirahat mulu",0,2025-04-09 18:35:35
Tokopedia,com.tokopedia.tkpd,ZAINUDDIN ZAINUDDIN,3,mudah mendapatkan barang loakan....😀🤔🤭,0,2025-04-09 18:29:42
Tokopedia,com.tokopedia.tkpd,Jeson Delano,3,"Aplikasinya sangat bagus, namun aku kasih bintang 3 dulu karena selalu terjadi ada-nya bug saat sudah menerima paketnya yaitu saat mengulas dan komplain. Pada saat mengulas, semua berjalan dengan baik dan bisa dikirim, namun sesudah itu, adanya error sehingga terjadi harus mengulas lagi padahal sebenarnya sudah. Pada saat komplain, adanya bug/error untuk memasukkan foto/video sehingga itu dapat menggangu aku kalau misalkan untuk kasih bukti komplain barang yang tidak sesuai. Tolong dipahami ya.",7,2025-04-09 18:28:39
Shopee,com.shopee.id,Abi Fauzi,5,sangat bermanfaat di kebutuhan rumah tangga dan lainya,0,2025-04-11 17:31:20
Shopee,com.shopee.id,Dewi Nurwatik,5,pesanan sesuai deskripsi,0,2025-04-11 17:31:08
Shopee,com.shopee.id,Chimong Taufik,5,sangat membantu ga ribet cari cari barang ke toko .klu di shopee tinggal klik barang langsung datang.,0,2025-04-11 17:30:52
Shopee,com.shopee.id,Fadil Kaya,5,trimakasih shope,0,2025-04-11 17:30:38
Shopee,com.shopee.id,Nuno Bambang,3,jasa kirim nya skrang lemot ...masa paket gw bsa lebih dr seminggu baru smpe,0,2025-04-11 17:30:34
Shopee,com.shopee.id,Riswanto Ridwan,1,"Di bikin kapok sama aplikasi ini, kejadian udah 3x sama sekarang, tidak pesan barang apapun tapi tiba""ada kurir paket datang kerumah",0,2025-04-11 17:30:08
Shopee,com.shopee.id,Moch Aswari,5,saya langganan shopee darith2019 sampai sekarang,0,2025-04-11 17:29:20
Shopee,com.shopee.id,Salwa Syifania azzahra,5,pengiriman nya sangatt cepat,0,2025-04-11 17:29:08
Shopee,com.shopee.id,Mumtaazah Salwa,5,bagus banget,0,2025-04-11 17:29:07
Shopee,com.shopee.id,Amats,5,okay,0,2025-04-11 17:28:52
Shopee,com.shopee.id,Olle subang,5,oks bgt sope nih,0,2025-04-11 17:28:29
Shopee,com.shopee.id,Bung Tomo,5,shopee belanja lebih efisien maknyuss,0,2025-04-11 17:28:14
Shopee,com.shopee.id,Buk Dila Ajha,5,"Alhamdulillah suka bgt sama shopee, sangat membantu, respon nya bagus ketika ada masalah. the best",0,2025-04-11 17:27:49
Shopee,com.shopee.id,Dea Reva,4,"menarik,dan inovatif menyenangkan",0,2025-04-11 17:26:07
Shopee,com.shopee.id,Achmad Taufiq,5,mantap,0,2025-04-11 17:24:55
Shopee,com.shopee.id,Nupil nopal,1,"Saya kecewa, niat saya pesan dan Terima barang sesuai.. tapi ketika dalam pengantaran sudah nunggu lama, malah pesanan di RETUR sepihak sama KURIR . dan tidak ada kontak kurir yg kirim.. sangat kecewa berulang kali gini... SPX standart kurir nya bikin kecewa 👎👎👎👎👎👎👎👎👎👎👎👎👎",0,2025-04-11 17:24:09
Shopee,com.shopee.id,Akun Hilang,5,bagus banget,0,2025-04-11 17:21:50
Shopee,com.shopee.id,Wawan Setiawan,1,"mau pesan barang tertera gratis ongkir, area sendiri malah ongkir sampai ratusan ribu😂😂😂😂",0,2025-04-11 17:20:26
Shopee,com.shopee.id,Gabrylia Rumintjap,5,sangat bagus,0,2025-04-11 17:20:17
Shopee,com.shopee.id,Nasya Nasya,5,sangat membantu dan tidak perlu tawar menawar ketika butuh sesuatu tidak perlu capek keluar rumah pulak,0,2025-04-11 17:19:58
