app_name,app_id,user_name,score,content,thumbs_up_count,review_date,cleaned_text,processed_text,sentiment_label,sentiment_score
Lazada,com.lazada.android,Sofia Sofi,3,klo ga bisa bayar ditempat app y sya akan hapus lagi🙏,0,2025-04-10 20:13:59,klo ga bisa bayar ditempat app y sya akan hapus lagi,klo ga bayar tempat app sya hapus lagi,neutral,1
Netflix,com.netflix.mediaclient,Mohammad Daffa Rizky Maulia,1,"gabisa masuk, padahal gmail sama password udah bener, emangg annnnjjkkkk apk makin kesini makin gajelass !!!!!!!",0,2025-04-10 01:06:19,gabisa masuk padahal gmail sama password udah bener emangg annnnjjkkkk apk makin kesini makin gajelass,gabisa masuk padahal gmail sama password udah bener emangg annnnjjkkkk apk makin kesini makin gajelass,negative,0
Telkomsel,com.telkomsel.telkomselcm,Madsuni,1,apk tdk bsa dibuka,0,2025-04-11 10:26:13,apk tdk bsa dibuka,apk tdk bsa buka,negative,0
Grab,com.grabtaxi.passenger,Rizaldi Akmal,3,"gk ngotak sih harga makanan nya, ke lapak 10.000 rebu di app grab 25.000 blum ongkir parah banget sumpah.....",0,2025-04-10 00:10:00,gk ngotak sih harga makanan nya ke lapak rebu di app grab blum ongkir parah banget sumpah,gk ngotak sih harga makan nya lapak rebu app grab blum ongkir parah banget sumpah,neutral,1
Jenius,com.btpn.dc,Ramdani One,3,Yg kasih bintang 5 cuma karyawanya doank,0,2025-03-04 13:58:43,yg kasih bintang cuma karyawanya doank,yg kasih bintang cuma karyawanya doank,neutral,1
Jenius,com.btpn.dc,Richo Jhosiahaan,1,"Saldo saya selalu di potong padahal info nya saldo tidak potong jikalau saldo tidak kurang dari 10.000 Nyata nya setiap bulan selalu potong 10.000, alasan CS nya di chat dari aplikasi karna saldo saya kurang dari 10rb. Padahal saya teansaki hanya sebagian saya ambil saldo ... Awal deposit salso tidak kurang dari 10juta dimasukin tp selama aktif, sampai 6 bulan skrg selalu di potong.. Parah ini aplikasi",0,2025-03-10 10:42:53,saldo saya selalu di potong padahal info nya saldo tidak potong jikalau saldo tidak kurang dari nyata nya setiap bulan selalu potong alasan cs nya di chat dari aplikasi karna saldo saya kurang dari rb padahal saya teansaki hanya sebagian saya ambil saldo awal deposit salso tidak kurang dari juta dimasukin tp selama aktif sampai bulan skrg selalu di potong parah ini aplikasi,saldo selalu potong padahal info nya saldo potong jikalau saldo kurang nyata nya tiap bulan selalu potong alas cs nya chat aplikasi karna saldo kurang rb padahal teansaki hanya bagi ambil saldo awal deposit salso kurang juta dimasukin tp lama aktif sampai bulan skrg selalu potong parah aplikasi,negative,0
Grab,com.grabtaxi.passenger,Kevin anggara,5,🙏🙏,0,2025-04-10 21:10:49,,,positive,2
Lazada,com.lazada.android,Semangat Optimis,3,sebagi mintra jangan sampai di cewakan,0,2025-04-11 06:40:12,sebagi mintra jangan sampai di cewakan,bagi mintra jangan sampai cewakan,neutral,1
Tokopedia,com.tokopedia.tkpd,Eko Santoso,2,"Begitu susahnya memasukkan barang pilihan ke keranjang, error terus tanpa ada upaya perbaikan, udah berminggu² masih aja",0,2025-04-10 07:51:47,begitu susahnya memasukkan barang pilihan ke keranjang error terus tanpa ada upaya perbaikan udah berminggu² masih aja,begitu susah masuk barang pilih keranjang error terus tanpa upaya baik udah minggu masih aja,negative,0
Instagram,com.instagram.android,Jalur ilmu Channel,3,yaa mayan bagus top dikit ya,0,2025-04-05 19:56:03,yaa mayan bagus top dikit ya,yaa mayan bagus top dikit ya,neutral,1
Gojek,com.gojek.app,Edi Sulistiono,5,banyak membantu di saat tidak sempat,0,2025-04-11 10:00:17,banyak membantu di saat tidak sempat,banyak bantu saat sempat,positive,2
Gojek,com.gojek.app,Ayu Nur Aini,1,gimana model gosend kirim pesan ke driver lewat aplikasi ga bisa di tlfn pakai pulsa ga bisa terus model komunikasi gimana. aplikasi ga jelas di update bukan nya bagus malah tolol,0,2025-04-11 15:00:14,gimana model gosend kirim pesan ke driver lewat aplikasi ga bisa di tlfn pakai pulsa ga bisa terus model komunikasi gimana aplikasi ga jelas di update bukan nya bagus malah tolol,gimana model gosend kirim pesan driver lewat aplikasi ga tlfn pakai pulsa ga terus model komunikasi gimana aplikasi ga jelas update bukan nya bagus malah tolol,negative,0
Lazada,com.lazada.android,Musa AL Kadzim,1,jelek,0,2025-04-10 22:50:24,jelek,jelek,negative,0
Tokopedia,com.tokopedia.tkpd,Ade Kurniawan,3,bintang dua dulu bsk kl bnyak diskonnya tambah lagi.. hari ini 9/4/25 saya tambah bintangnya. mudah mudahan makin banyak pelanggannya,0,2025-04-09 22:16:42,bintang dua dulu bsk kl bnyak diskonnya tambah lagi hari ini saya tambah bintangnya mudah mudahan makin banyak pelanggannya,bintang dua dulu bsk kl bnyak diskon tambah lagi hari tambah bintang mudah mudah makin banyak langgan,neutral,1
Lazada,com.lazada.android,Sofia Sofi,3,klo ga bisa bayar ditempat app y sya akan hapus lagi🙏,0,2025-04-10 20:13:59,klo ga bisa bayar ditempat app y sya akan hapus lagi,klo ga bayar tempat app sya hapus lagi,neutral,1
Tokopedia,com.tokopedia.tkpd,Pilot Kelana,2,kenapa tidak bisa digunakan untuk tanyaDiskusi saat ingin membeli barang? .,0,2025-04-10 12:57:33,kenapa tidak bisa digunakan untuk tanyadiskusi saat ingin membeli barang,kenapa guna tanyadiskusi saat ingin beli barang,negative,0
Lazada,com.lazada.android,Murni Cahniaprg,5,bagus banyak diskon,0,2025-04-11 00:25:48,bagus banyak diskon,bagus banyak diskon,positive,2
Jenius,com.btpn.dc,Cso Pulsamania,5,"Saran saya lebih baik uninstall aplikasi ini. Dari pada menyulitkan hidupmu, Ganti perangkat urusannya panjang, 6 bank yang saya gunakan gak seribet itu gak telpon kesana kemari, udah telpon call center, masih diarahkan video call mana koneksinya buruk, harus berulang kali. (Problem langsung direspon dan sudah teratasi, terima kasih)",58,2025-03-11 03:23:09,saran saya lebih baik uninstall aplikasi ini dari pada menyulitkan hidupmu ganti perangkat urusannya panjang bank yang saya gunakan gak seribet itu gak telpon kesana kemari udah telpon call center masih diarahkan video call mana koneksinya buruk harus berulang kali problem langsung direspon dan sudah teratasi terima kasih,saran lebih baik uninstall aplikasi sulit hidup ganti perangkat urus panjang bank guna gak seribet gak telpon kesana kemari udah telpon call center masih arah video call mana koneksi buruk harus ulang kali problem langsung direspon sudah atas terima kasih,positive,2
Telkomsel,com.telkomsel.telkomselcm,Agus Minardi,3,akses susah... sering trouble. bisa masuk tapi gak bisa lihat kuota. kuota internet masih..tapi tidak ada akses internet.. akhirnya uninstal..trs instal ulang.. hrs ACC semua akses smp akses diatas aplikasi lain ... ribet.. bukti2 ada di SS. cuma gak bisa di upload disini/menu upload gak tau,0,2025-04-11 10:03:54,akses susah sering trouble bisa masuk tapi gak bisa lihat kuota kuota internet masihtapi tidak ada akses internet akhirnya uninstaltrs instal ulang hrs acc semua akses smp akses diatas aplikasi lain ribet bukti ada di ss cuma gak bisa di upload disinimenu upload gak tau,akses susah sering trouble masuk tapi gak lihat kuota kuota internet masihtapi akses internet akhir uninstaltrs instal ulang hrs acc semua akses smp akses atas aplikasi lain ribet bukti ss cuma gak upload disinimenu upload gak tau,neutral,1
Tokopedia,com.tokopedia.tkpd,B Jon,5,good,0,2025-04-10 17:26:21,good,good,positive,2
Telkomsel,com.telkomsel.telkomselcm,Devi Amalia,1,PAKETNYA MAHAL ANJIR!,0,2025-04-11 09:38:44,paketnya mahal anjir,paket mahal anjir,negative,0
Gojek,com.gojek.app,Dwi Prasetyo,5,mantap,0,2025-04-11 05:59:11,mantap,mantap,positive,2
Instagram,com.instagram.android,Kurnia Wisya,5,kereeennn abiss,0,2025-04-05 19:33:56,kereeennn abiss,kereeennn abiss,positive,2
Netflix,com.netflix.mediaclient,Paulina Sinaga,5,Bagus Sekali,0,2025-03-31 08:25:36,bagus sekali,bagus sekali,positive,2
Tokopedia,com.tokopedia.tkpd,Alam Nur,5,mantap,0,2025-04-10 19:48:59,mantap,mantap,positive,2
Instagram,com.instagram.android,Jalur ilmu Channel,3,yaa mayan bagus top dikit ya,0,2025-04-05 19:56:03,yaa mayan bagus top dikit ya,yaa mayan bagus top dikit ya,neutral,1
Netflix,com.netflix.mediaclient,Devita Wulandari,1,udh daftar udh bayar GK bisa di buka,0,2025-04-01 23:54:14,udh daftar udh bayar gk bisa di buka,udh daftar udh bayar gk buka,negative,0
Gojek,com.gojek.app,DIAN FITRIA,5,"bagus , bs menghemat waktu dan tenaga",0,2025-04-11 12:03:07,bagus bs menghemat waktu dan tenaga,bagus bs hemat waktu tenaga,positive,2
Lazada,com.lazada.android,Rirakkusu,3,"kurir tidak ramah dan tidak jadi mengirim padahal sudah dekat dan di telpon, memang saya salah karna alamat dan itu cuma kurang sedikit dan waktu di telpon masih dekat dan katanya besok akan dikirim tapi dia memutus telepon saya dan malah melaporkan alamat salah dan tidak mengirim paket saya besoknya.",0,2025-04-11 16:13:20,kurir tidak ramah dan tidak jadi mengirim padahal sudah dekat dan di telpon memang saya salah karna alamat dan itu cuma kurang sedikit dan waktu di telpon masih dekat dan katanya besok akan dikirim tapi dia memutus telepon saya dan malah melaporkan alamat salah dan tidak mengirim paket saya besoknya,kurir ramah kirim padahal sudah dekat telpon memang salah karna alamat cuma kurang sedikit waktu telpon masih dekat kata besok kirim tapi putus telepon malah lapor alamat salah kirim paket besok,neutral,1
Telkomsel,com.telkomsel.telkomselcm,ferry andy,3,knp setiap mau login selalu keluar,0,2025-04-11 08:56:04,knp setiap mau login selalu keluar,knp tiap mau login selalu keluar,neutral,1
Grab,com.grabtaxi.passenger,Andreas Tambunan,3,lumayan baik,0,2025-04-10 23:51:35,lumayan baik,lumayan baik,neutral,1
Telkomsel,com.telkomsel.telkomselcm,Rizky Ramadhan,3,"terlalu berat kurang simple.. fitur yg penting 2 aja kyk beli kuota, cek kuota & pulsa , bayar IndiHome, pdhl wifi udah kenceng masih loading aja",0,2025-04-11 13:09:31,terlalu berat kurang simple fitur yg penting aja kyk beli kuota cek kuota pulsa bayar indihome pdhl wifi udah kenceng masih loading aja,terlalu berat kurang simple fitur yg penting aja kyk beli kuota cek kuota pulsa bayar indihome pdhl wifi udah kenceng masih loading aja,neutral,1
Telkomsel,com.telkomsel.telkomselcm,Maikki Giovanni,2,"diperbaiki lagi untuk masalah jaringan.. Buka aplikasi ini saja, loadingnya lama walaupun sudah pakai Indihome sekalipun..",0,2025-04-11 12:57:09,diperbaiki lagi untuk masalah jaringan buka aplikasi ini saja loadingnya lama walaupun sudah pakai indihome sekalipun,baik lagi masalah jaring buka aplikasi saja loadingnya lama walaupun sudah pakai indihome sekalipun,negative,0
Jenius,com.btpn.dc,Ilham Syah,1,Selfi photo selalu gagal Tolong data saya jangan di salahgunakan,0,2025-03-10 08:41:45,selfi photo selalu gagal tolong data saya jangan di salahgunakan,selfi photo selalu gagal tolong data jangan salahgunakan,negative,0
BRImo,id.co.bri.brimo,Tonny Kollo,5,aplikasi brimo sangatlah membantu dalam setiap transaksi. tidak perlu harus antrian di BRI atau ATM... Terima kasih.,0,2025-04-11 13:22:53,aplikasi brimo sangatlah membantu dalam setiap transaksi tidak perlu harus antrian di bri atau atm terima kasih,aplikasi brimo sangat bantu dalam tiap transaksi perlu harus antri bri atm terima kasih,positive,2
Tokopedia,com.tokopedia.tkpd,Zeddy90_ Anshory,4,"mohon chat ke penjual bisa di hapus biar tidak penuh ram khawatir jadi berat kinerja topednya soalnya menyimpan data², dan tolong di perbaiki ngeblanknya",0,2025-04-11 08:27:04,mohon chat ke penjual bisa di hapus biar tidak penuh ram khawatir jadi berat kinerja topednya soalnya menyimpan data² dan tolong di perbaiki ngeblanknya,mohon chat jual hapus biar penuh ram khawatir berat kerja topednya soal simpan data tolong baik ngeblanknya,positive,2
Grab,com.grabtaxi.passenger,ahmadrizki bin hafidz,5,baik sekali,0,2025-04-09 23:12:37,baik sekali,baik sekali,positive,2
Telkomsel,com.telkomsel.telkomselcm,Rita Hafifah,3,Sering eror aplikasinya,0,2025-04-11 09:55:09,sering eror aplikasinya,sering eror aplikasi,neutral,1
Netflix,com.netflix.mediaclient,Tino heidel,3,update mulu nih kenapa yaa,0,2025-04-05 02:33:18,update mulu nih kenapa yaa,update mulu nih kenapa yaa,neutral,1
Telkomsel,com.telkomsel.telkomselcm,Ela Akmal,5,mantap,0,2025-04-11 08:35:00,mantap,mantap,positive,2
Jenius,com.btpn.dc,Anselmus Richardo,1,"Jenius nih kocak masalah Face recognition, masuk ke device baru. Dan setiap Face recog, disuruh hadap kiri tapi malah bug gagal terus. Aplikasi ga jelas, kalau emang ga siap jadi bank gausah sok sok Face recog. Contoh BCA, mudah sekali. masa ini dari face recog aja udah bikin ribet user. Aneh banget.",15,2025-03-09 08:32:56,jenius nih kocak masalah face recognition masuk ke device baru dan setiap face recog disuruh hadap kiri tapi malah bug gagal terus aplikasi ga jelas kalau emang ga siap jadi bank gausah sok sok face recog contoh bca mudah sekali masa ini dari face recog aja udah bikin ribet user aneh banget,jenius nih kocak masalah face recognition masuk device baru tiap face recog suruh hadap kiri tapi malah bug gagal terus aplikasi ga jelas kalau emang ga siap bank gausah sok sok face recog contoh bca mudah sekali masa face recog aja udah bikin ribet user aneh banget,negative,0
Gojek,com.gojek.app,Angga Arta,3,"pelayanan lumayan bagus. tp kalau musim hujan, susah dapat driver. dan driver gokarnya gak jujur. nelpon minta harganya naik, alasannya macet.",0,2025-04-11 10:56:39,pelayanan lumayan bagus tp kalau musim hujan susah dapat driver dan driver gokarnya gak jujur nelpon minta harganya naik alasannya macet,layan lumayan bagus tp kalau musim hujan susah dapat driver driver gokar gak jujur nelpon minta harga naik alas macet,neutral,1
Telkomsel,com.telkomsel.telkomselcm,aprial andika,1,"aplikasinya kok ngelag, harus uninstall dulu trus install balik baru bisa bagus , kan gak enak, tolonglah mytelkomsel, masa jaringan bagus tapi begitu buka aplikasi mytelkomsel tiba-tiba ngelag",0,2025-04-11 13:11:28,aplikasinya kok ngelag harus uninstall dulu trus install balik baru bisa bagus kan gak enak tolonglah mytelkomsel masa jaringan bagus tapi begitu buka aplikasi mytelkomsel tibatiba ngelag,aplikasi kok ngelag harus uninstall dulu trus install balik baru bagus kan gak enak tolong mytelkomsel masa jaring bagus tapi begitu buka aplikasi mytelkomsel tibatiba ngelag,negative,0
BRImo,id.co.bri.brimo,Azis Apaw,5,sangat mudah di gunakan untuk transfer antar bank,0,2025-04-11 13:55:33,sangat mudah di gunakan untuk transfer antar bank,sangat mudah guna transfer antar bank,positive,2
Instagram,com.instagram.android,17 MZAG__,3,kenapa catatan postingan dihapus haaa,2,2025-04-06 09:10:38,kenapa catatan postingan dihapus haaa,kenapa catat postingan hapus haaa,neutral,1
Instagram,com.instagram.android,Anjel Lyna,3,𝘣𝘢𝘨𝘶𝘴 👍,0,2025-04-06 06:46:49,𝘣𝘢𝘨𝘶𝘴,,neutral,1
Tokopedia,com.tokopedia.tkpd,siswanto -,3,"aplikasi toped sering error di ponsel Infinix hot 50pro plus .....sering crash sendiri mohon untuk di tindak lanjuti .....Knapa keranjang sekarang di batasi 20... Jadi cari"" lagi...... Gratis ongkir nya sekarang koq sama jumlah silver - diamond",0,2025-04-10 08:28:31,aplikasi toped sering error di ponsel infinix hot pro plus sering crash sendiri mohon untuk di tindak lanjuti knapa keranjang sekarang di batasi jadi cari lagi gratis ongkir nya sekarang koq sama jumlah silver diamond,aplikasi toped sering error ponsel infinix hot pro plus sering crash sendiri mohon tindak lanjut knapa keranjang sekarang batas cari lagi gratis ongkir nya sekarang koq sama jumlah silver diamond,neutral,1
Telkomsel,com.telkomsel.telkomselcm,ebot narrative,5,ok,0,2025-04-11 09:53:00,ok,ok,positive,2
Jenius,com.btpn.dc,Deny Rebel,1,"Kenapa pakai paket data jenius nya susah di buka? kalo pakai thatering atau wifi dari provider yang sama malah enteng, parah sekali, tolong di benahi",0,2025-03-16 22:23:51,kenapa pakai paket data jenius nya susah di buka kalo pakai thatering atau wifi dari provider yang sama malah enteng parah sekali tolong di benahi,kenapa pakai paket data jenius nya susah buka kalo pakai thatering wifi provider sama malah enteng parah sekali tolong benah,negative,0
Telkomsel,com.telkomsel.telkomselcm,Starboyz,3,lama banget ajgggg paketan masuk,0,2025-04-11 16:31:06,lama banget ajgggg paketan masuk,lama banget ajgggg paket masuk,neutral,1
Telkomsel,com.telkomsel.telkomselcm,ferry andy,3,knp setiap mau login selalu keluar,0,2025-04-11 08:56:04,knp setiap mau login selalu keluar,knp tiap mau login selalu keluar,neutral,1
Jenius,com.btpn.dc,Feronika Silitonga,5,Recomended,0,2025-03-03 01:08:05,recomended,recomended,positive,2
Jenius,com.btpn.dc,Sincostan SM,1,ADA BIAYA ADMIN SEBULAN 10.000 .. TAPI NASABAH TIDAK DI INFO DI AWAL JIKA ADA BIAYANYA,0,2025-04-03 16:05:36,ada biaya admin sebulan tapi nasabah tidak di info di awal jika ada biayanya,biaya admin bulan tapi nasabah info awal jika biaya,negative,0
Tokopedia,com.tokopedia.tkpd,Karina Katherina,1,"ini aplikasi bener-bener deh! coba dong toko-tokonya di cek/saring, untuk kesekian kalinya saya belanja disini mengecewakan! ga jelas! tanya seller tentang pesanan tidak ada respon sama sekali , bahkan saya chat berulang tetap tidak di respon cuma di baca doang 👎 kalo mau promo yg jelas kenapa sih di toko-tokonya, selalu kaya gini dapat barang harga murah tapi tidak dikirim, ujung-ujungnya di batalkan sistem... saya selaku konsumen disini merasa ga nyaman banget belanja respon buruk begini!",0,2025-04-10 08:53:33,ini aplikasi benerbener deh coba dong tokotokonya di ceksaring untuk kesekian kalinya saya belanja disini mengecewakan ga jelas tanya seller tentang pesanan tidak ada respon sama sekali bahkan saya chat berulang tetap tidak di respon cuma di baca doang kalo mau promo yg jelas kenapa sih di tokotokonya selalu kaya gini dapat barang harga murah tapi tidak dikirim ujungujungnya di batalkan sistem saya selaku konsumen disini merasa ga nyaman banget belanja respon buruk begini,aplikasi benerbener deh coba dong tokotokonya ceksaring sekian kali belanja sini kecewa ga jelas tanya seller tentang pesan respon sama sekali bahkan chat ulang tetap respon cuma baca doang kalo mau promo yg jelas kenapa sih tokotokonya selalu kaya gin dapat barang harga murah tapi kirim ujungujungnya batal sistem selaku konsumen sini rasa ga nyaman banget belanja respon buruk begini,negative,0
Netflix,com.netflix.mediaclient,Ferdy Silvera_666,3,Jujurly Ini Aplikasi Untuk Menonton Film2 Kerrreeennn Terbaik No. 1 Di Dunia Hingga Saat Ini .!!! 🤘🥁🎉 SARAN => Jgn Terlalu Sering Update .. Masa Dalam 1 Minggu Bisa 2 -- 3 Kali Update .!!✌🥴 Please Tambahkan Segera Film2 HORROR INDONESIA TERBARU Seperti => PABRIK GULA ( 2025 ) + PEMBANTAIAN DUKUN SANTET ( 2025 ) + JALAN PULANG ( 2025 ) + PENJAGAL IBLIS ( 2025 ) + SOROP + LEMBAYUNG + SUMALA + SANTET JANUR IRENG + PANGGONAN WINGIT 2 ( MISS -K) + QODRAT 2 + MUSLIHAT ( 2025 ) Dan Lain2 👌🔥😎,0,2025-04-07 16:07:59,jujurly ini aplikasi untuk menonton film kerrreeennn terbaik no di dunia hingga saat ini saran jgn terlalu sering update masa dalam minggu bisa kali update please tambahkan segera film horror indonesia terbaru seperti pabrik gula pembantaian dukun santet jalan pulang penjagal iblis sorop lembayung sumala santet janur ireng panggonan wingit miss k qodrat muslihat dan lain,jujurly aplikasi tonton film kerrreeennn baik dunia hingga saat saran jgn terlalu sering update masa dalam minggu kali update please tambah segera film horror indonesia baru seperti pabrik gula bantai dukun santet jalan pulang jagal iblis sorop lembayung sumala santet janur ireng panggon wingit miss k qodrat muslihat lain,neutral,1
Lazada,com.lazada.android,Marcella Danis,3,"pernah tertipu , beli celana pendek 10 dikirimnya cuma 1 waduh",0,2025-04-11 16:48:47,pernah tertipu beli celana pendek dikirimnya cuma waduh,pernah tipu beli celana pendek kirim cuma waduh,neutral,1
Instagram,com.instagram.android,Deri Moch,3,"mohon kepada pihak Instagram, tolong benarkan permasalahan ini, jika seseorang sudah keluar dari aplikasi Instagram, tolong status keterangan online orangnya langsung di hilangin, masa saya sudah keluar dari aplikasi Instagram tapi keterangan online ( titik hijau ) masih menyala, nunggu 5 jam dulu baru mati, tolong yaaa pihak Instagram, hal sekecil ini berpengaruh pada kita yaa, supaya pasangan kita tidak ovt, kita benar"" tidak online, tetapi di Instagram status kita masih online. ok thanks 🙏🏻",0,2025-04-06 03:52:41,mohon kepada pihak instagram tolong benarkan permasalahan ini jika seseorang sudah keluar dari aplikasi instagram tolong status keterangan online orangnya langsung di hilangin masa saya sudah keluar dari aplikasi instagram tapi keterangan online titik hijau masih menyala nunggu jam dulu baru mati tolong yaaa pihak instagram hal sekecil ini berpengaruh pada kita yaa supaya pasangan kita tidak ovt kita benar tidak online tetapi di instagram status kita masih online ok thanks,mohon kepada pihak instagram tolong benar masalah jika orang sudah keluar aplikasi instagram tolong status terang online orang langsung hilangin masa sudah keluar aplikasi instagram tapi terang online titik hijau masih nyala nunggu jam dulu baru mati tolong yaaa pihak instagram hal kecil pengaruh yaa supaya pasang ovt benar online tetapi instagram status masih online ok thanks,neutral,1
Gojek,com.gojek.app,Ahmad Akbar,1,driver suka cancel pesenan,0,2025-04-10 22:37:49,driver suka cancel pesenan,driver suka cancel sen,negative,0
Netflix,com.netflix.mediaclient,Fadhlan Uwais,2,pertama bisa masuk vidio hari kedua gabisa co padahal udah langganan kalo udah keluar gabisa masuk lagi dahlah,0,2025-04-04 17:26:26,pertama bisa masuk vidio hari kedua gabisa co padahal udah langganan kalo udah keluar gabisa masuk lagi dahlah,pertama masuk vidio hari dua gabisa co padahal udah langgan kalo udah keluar gabisa masuk lagi dah,negative,0
Jenius,com.btpn.dc,Hamdan,1,Kak saya kena keluar apk mau masuk harus kecall center tapi g djwb,0,2025-03-01 17:19:05,kak saya kena keluar apk mau masuk harus kecall center tapi g djwb,kak kena keluar apk mau masuk harus kecall center tapi g djwb,negative,0
Grab,com.grabtaxi.passenger,Rika Purba,5,sangat baik,0,2025-04-10 08:44:11,sangat baik,sangat baik,positive,2
Instagram,com.instagram.android,Anjel Lyna,3,𝘣𝘢𝘨𝘶𝘴 👍,0,2025-04-06 06:46:49,𝘣𝘢𝘨𝘶𝘴,,neutral,1
Instagram,com.instagram.android,Hanuna Nafisa awyafa,3,dm nya knp gbs dibuka,0,2025-04-07 19:34:05,dm nya knp gbs dibuka,dm nya knp gbs buka,neutral,1
Jenius,com.btpn.dc,Ziwa Cell,4,"bagus hanya sajakadang kadang lama loadingnya, mudah mudahan bisa di perbaiki lagi",0,2025-03-31 18:39:04,bagus hanya sajakadang kadang lama loadingnya mudah mudahan bisa di perbaiki lagi,bagus hanya sajakadang kadang lama loadingnya mudah mudah baik lagi,positive,2
Shopee,com.shopee.id,Vivo William,5,sangat bagus,0,2025-04-11 16:08:11,sangat bagus,sangat bagus,positive,2
Grab,com.grabtaxi.passenger,dendy santosa,5,good,0,2025-04-11 01:09:12,good,good,positive,2
Lazada,com.lazada.android,Fuad Januarsa,1,ongkir yg sangat mahal msa sampe 50k,0,2025-04-11 12:04:34,ongkir yg sangat mahal msa sampe k,ongkir yg sangat mahal msa sampe k,negative,0
Jenius,com.btpn.dc,galuh eko prasetyo,2,"untuk pergantian no telpon saja tidak bisa, menanyakan lewat email juga tidak ada balasan, aneh sekali",0,2025-04-02 12:43:56,untuk pergantian no telpon saja tidak bisa menanyakan lewat email juga tidak ada balasan aneh sekali,ganti telpon saja tanya lewat email balas aneh sekali,negative,0
Lazada,com.lazada.android,Bahar_Uddin31,3,"semoga lancar terus pengiriman nya,",0,2025-04-11 10:36:40,semoga lancar terus pengiriman nya,moga lancar terus kirim nya,neutral,1
Telkomsel,com.telkomsel.telkomselcm,hansensTAz Gamerz Glory,3,masih 2x 3x batu bisa kebuka,0,2025-04-11 12:30:59,masih x x batu bisa kebuka,masih x x batu buka,neutral,1
Shopee,com.shopee.id,Gowes BariWisata,5,keren,0,2025-04-11 16:06:13,keren,keren,positive,2
Netflix,com.netflix.mediaclient,Putri Imanda,1,terlalu ribet daftar nya,0,2025-04-10 22:12:10,terlalu ribet daftar nya,terlalu ribet daftar nya,negative,0
Grab,com.grabtaxi.passenger,Safira Aulia,5,sangat baik,0,2025-04-11 11:39:00,sangat baik,sangat baik,positive,2
Gojek,com.gojek.app,Panteza E. J,1,"Aplikasi tolol, udah tau kalo nomor yang lama hilang atau lupa, masih aja disuruh login pakai nomor lama. Ya gak bisalah kocak, sediain pake email lah, tolol!",0,2025-04-10 22:34:08,aplikasi tolol udah tau kalo nomor yang lama hilang atau lupa masih aja disuruh login pakai nomor lama ya gak bisalah kocak sediain pake email lah tolol,aplikasi tolol udah tau kalo nomor lama hilang lupa masih aja suruh login pakai nomor lama ya gak bisa kocak ain pake email lah tolol,negative,0
BRImo,id.co.bri.brimo,Assadul Usud,3,tidak bisa upload foto ktp. bintang 3 dulu,0,2025-04-11 16:28:52,tidak bisa upload foto ktp bintang dulu,upload foto ktp bintang dulu,neutral,1
Grab,com.grabtaxi.passenger,wildan sirojudin,4,oke,0,2025-04-10 15:30:37,oke,oke,positive,2
BRImo,id.co.bri.brimo,Satria putraminag,5,mantap,0,2025-04-11 11:36:46,mantap,mantap,positive,2
BRImo,id.co.bri.brimo,Lani Talipi,3,brimo saya tiba2 ini sudah tak bisa pakai lagi,0,2025-04-11 16:34:27,brimo saya tiba ini sudah tak bisa pakai lagi,brimo tiba sudah tak pakai lagi,neutral,1
Lazada,com.lazada.android,Muhammad Syirajuddin,5,ok,0,2025-04-11 14:31:25,ok,ok,positive,2
Netflix,com.netflix.mediaclient,lexy rade,3,"Eum aplikasi nya dah bgs sih, tapi kalo mau daftar sebelum masuk ke Netflix nya agak ribet jadi dapat poin 3 dulu ya monmaaf 🙏🏻🙏🏻",0,2025-04-04 09:04:40,eum aplikasi nya dah bgs sih tapi kalo mau daftar sebelum masuk ke netflix nya agak ribet jadi dapat poin dulu ya monmaaf,eum aplikasi nya dah bgs sih tapi kalo mau daftar belum masuk netflix nya agak ribet dapat poin dulu ya monmaaf,neutral,1
Jenius,com.btpn.dc,Punari ds,3,baik dan cepat pelayannya dan sensitif,0,2025-04-02 05:15:38,baik dan cepat pelayannya dan sensitif,baik cepat layan sensitif,neutral,1
Netflix,com.netflix.mediaclient,Rizan Erlangga,1,"mau daftar aja susah minta ampun, terjadi kesalahan Mulu aneh",0,2025-04-05 13:05:51,mau daftar aja susah minta ampun terjadi kesalahan mulu aneh,mau daftar aja susah minta ampun jadi salah mulu aneh,negative,0
Lazada,com.lazada.android,Joys Hop,1,"gajelas banget , pembelian di batalkan sepihak , tapi uang ga masuk ke.rekening/saldo lazada , mana lumayan lagi uangnya.",0,2025-04-10 18:47:49,gajelas banget pembelian di batalkan sepihak tapi uang ga masuk kerekeningsaldo lazada mana lumayan lagi uangnya,gajelas banget beli batal pihak tapi uang ga masuk kerekeningsaldo lazada mana lumayan lagi uang,negative,0
Jenius,com.btpn.dc,Guruh Wahyudi,4,"Semakin lebih baik, aplikasinya aja terlalu berat klu di buka butuh durasi lebih lama",0,2025-03-28 00:38:18,semakin lebih baik aplikasinya aja terlalu berat klu di buka butuh durasi lebih lama,makin lebih baik aplikasi aja terlalu berat klu buka butuh durasi lebih lama,positive,2
Telkomsel,com.telkomsel.telkomselcm,bebegame,3,"sering bug dan sekarang suka keluar sendiri dari aplikasi,g bisa dibuka aplikasinya,tolong diperbaiki",0,2025-04-11 10:30:14,sering bug dan sekarang suka keluar sendiri dari aplikasig bisa dibuka aplikasinyatolong diperbaiki,sering bug sekarang suka keluar sendiri aplikasig buka aplikasinyatolong baik,neutral,1
